reporting_year,section,subsection,question_index,upper_question_text,question_text,additional_question_info_1,additional_question_info_2,response_type,response
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.GB.Y,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Members of the governing body,Option,Yes
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.GB.Y.GVme,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Members of the governing body,Option,The expectations of the governing body is made explicit to new staff at induction
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.GB.Y.OComA,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Members of the governing body,Option,Other communications are made annually
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.GB.Y.Oft,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Members of the governing body,Option,Other communications are made more often than annually
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Exp.GB.Y.Otr,"5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?","5.4 Does the governing body and/or CEO or equivalent explicitly communicate their expectations on safety, respectful and inclusive workplace conduct? If yes, when?",NA,Members of the governing body,Option,Other
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Opt.DfprHL,"5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?","5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?",NA,NA,Option,Process for disclosure to confidential/ethics hotline or similar
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Opt.DfprHR,"5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?","5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?",NA,NA,Option,Process for disclosure to human resources or other designated responding staff
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Opt.DprUW,"5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?","5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?",NA,NA,Option,Process for disclosure to union/worker representative
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Opt.NoA,"5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?","5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?",NA,NA,Option,None of the above
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Opt.Othr,"5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?","5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?",NA,NA,Option,Other (please specify)
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Opt.PfrDA,"5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?","5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?",NA,NA,Option,Process to disclose anonymously
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Opt.PfrPE,"5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?","5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?",NA,NA,Option,Process to disclose after their employment has concluded
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Opt.PfrPot,"5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?","5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?",NA,NA,Option,"Process for workers to identify and disclose potential risks of sexual harassment, without a specific incident occurring"
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.Opt.PfrSP,"5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?","5.7 From the following list, what options does your organisation have for workers who wish to disclose or raise concerns about incidents relating to sexual harassment or similar misconduct?",NA,NA,Option,Special procedures for disclosures about organisational leaders and board members
2023-24,Harm Prevention,"Sexual harassment, harassment on the ground of sex or discrimination",SHa.RepGB.Inc.Act,"5.9 Does your organisation report on sexual harassment to the governing body and management (CEO, KMP, HOB) and how frequently?",5.9a Do your reports on sexual harassment to governing body and management include any of the following?,NA,NA,Option,Organisational action to prevent and respond to sexual harassment
